,link,name,city,address 1,address 2,phone 1,phone 2
136,https://www.google.com/search?q=Alstone+Lodge+Reston,Alstone Lodge,Reston,No Address 1,No Address 2,No Phone 1,No Phone 2
137,https://www.google.com/search?q=Amber+Meadow+Retirement+Residence+Winnipeg,Amber Meadow Retirement Residence,Winnipeg,"320 Pipeline Rd, Winnipeg, MB R2P 2X5",No Address 2,No Phone 1,(204) 633-5467
138,https://www.google.com/search?q=ArlingtonHaus+Apartments+Winnipeg,ArlingtonHaus Apartments,Winnipeg,"880 Arlington St, Winnipeg, MB R3E 2E4",No Address 2,(204) 783-3752,No Phone 2
139,https://www.google.com/search?q=Armstrong+Manor+Beausejour,Armstrong Manor,Beausejour,"27B Third St S, Beausejour, MB R0E 0C0",No Address 2,No Phone 1,No Phone 2
140,https://www.google.com/search?q=Assiniboine+Links+Winnipeg,Assiniboine Links,Winnipeg,No Address 1,"4025 Roblin Blvd, Winnipeg, MB R3R 3V5",No Phone 1,(204) 897-6854
141,https://www.google.com/search?q=Badger+County+Court+Cartwright,Badger County Court,Cartwright,No Address 1,No Address 2,No Phone 1,No Phone 2
142,https://www.google.com/search?q=Banner+County+Court+Russell,Banner County Court,Russell,"204 State St, Harrisburg, NE 69345, United States",No Address 2,No Phone 1,+1 800-788-9451
143,https://www.google.com/search?q=Bethel+Place+Winnipeg,Bethel Place,Winnipeg,"445 Stafford St #100, Winnipeg, MB R3M 3V9",No Address 2,No Phone 1,(204) 284-3762
144,https://www.google.com/search?q=Birchwood+Apts+Steinbach,Birchwood Apts,Steinbach,"6311 Gilbert Rd., Richmond, BC V7C 3V7",No Address 2,(604) 723-8161,No Phone 2
145,https://www.google.com/search?q=Bonny+Vista+Lodge+Lac+du+Bonnet,Bonny Vista Lodge,Lac du Bonnet,"75 McIntosh St E, Lac du Bonnet, MB R0E 1A0",No Address 2,+1 800-661-4663,No Phone 2
146,https://www.google.com/search?q=Bowsman+Community+Manor+Inc+Bowsman,Bowsman Community Manor Inc,Bowsman,No Address 1,No Address 2,No Phone 1,No Phone 2
147,https://www.google.com/search?q=Boyne+Towers+Carman,Boyne Towers,Carman,No Address 1,"120 4 Ave SW, Carman, MB R0G 0J0",No Phone 1,(204) 745-6715
148,https://www.google.com/search?q=Bridgepark+Manor+Steinbach,Bridgepark Manor,Steinbach,No Address 1,"330-340 Stone Bridge Cross, Steinbach, MB R5G 0X3",No Phone 1,No Phone 2
149,https://www.google.com/search?q=Brightwater+Senior+Living+of+Tuxedo+Winnipeg,Brightwater Senior Living of Tuxedo,Winnipeg,"741 Sterling Lyon Pkwy, Winnipeg, MB R3P 2S9",No Address 2,No Phone 1,(431) 800-6853
150,https://www.google.com/search?q=Buffalo+Apartments+Altona,Buffalo Apartments,Altona,"60 Buffalo Trail, Altona, MB R0G 0B2",No Address 2,(204) 324-7222,No Phone 2
151,https://www.google.com/search?q=Buffalo+Estates+Morden,Buffalo Estates,Morden,No Address 1,No Address 2,No Phone 1,No Phone 2
152,https://www.google.com/search?q=Cambridge+House+Selkirk,Cambridge House,Selkirk,No Address 1,No Address 2,No Phone 1,No Phone 2
153,https://www.google.com/search?q=Carberry+Plains+Lodge+Carberry,Carberry Plains Lodge,Carberry,"520 1st Ave, Carberry, MB R0K 0H0",No Address 2,No Phone 1,No Phone 2
154,https://www.google.com/search?q=Carlton+Centennial+Lodge+Strathclair,Carlton Centennial Lodge,Strathclair,"50 Saskatchewan St, Strathclair, MB R0J 2C0",No Address 2,No Phone 1,No Phone 2
155,https://www.google.com/search?q=Catherine+Place+Winnipeg,Catherine Place,Winnipeg,"190 Raymond Pl, Winnipeg, MB R2H 1C8",No Address 2,No Phone 1,(204) 231-0999
156,https://www.google.com/search?q=Centre+Courts+Altona,Centre Courts,Altona,"Altona, MB R0G 0B3",No Address 2,No Phone 1,No Phone 2
157,https://www.google.com/search?q=Chalet+Beausejour+Steinbach,Chalet Beausejour,Steinbach,No Address 1,No Address 2,No Phone 1,No Phone 2
158,https://www.google.com/search?q=Chalet+Malouin+Saint+Malo,Chalet Malouin,Saint Malo,No Address 1,No Address 2,No Phone 1,No Phone 2
159,https://www.google.com/search?q=Chalet+Ste+Agathe+Steinbach,Chalet Ste Agathe,Steinbach,No Address 1,(819) 326-5836,No Phone 1,No Phone 2
160,https://www.google.com/search?q=Concordia+Village+l+Winnipeg,Concordia Village l,Winnipeg,"1125 Molson St, Winnipeg, MB R2K 0A7",No Address 2,No Phone 1,(204) 667-6479
161,https://www.google.com/search?q=Concordia+Village+ll+Winnipeg,Concordia Village ll,Winnipeg,"1125 Molson St, Winnipeg, MB R2K 0A7",No Address 2,No Phone 1,(204) 667-6479
162,https://www.google.com/search?q=Concordia+Village+lll+Winnipeg,Concordia Village lll,Winnipeg,"1125 Molson St, Winnipeg, MB R2K 0A7",No Address 2,No Phone 1,(204) 667-6479
163,https://www.google.com/search?q=Crescent+Lodge+Gladstone,Crescent Lodge,Gladstone,No Address 1,No Address 2,No Phone 1,No Phone 2
164,https://www.google.com/search?q=Crescent+Manor+Souris,Crescent Manor,Souris,"114 Second St S, Souris, MB R0K 2C0",No Address 2,No Phone 1,No Phone 2
165,https://www.google.com/search?q=Crestview+Onanole,Crestview,Onanole,No Address 1,No Address 2,No Phone 1,No Phone 2
166,https://www.google.com/search?q=Cypress+River+Lodge+Cypress+River,Cypress River Lodge,Cypress River,"134 Railway Ave, Cypress River, MB R0K 0P0",No Address 2,No Phone 1,No Phone 2
167,https://www.google.com/search?q=Dakota+House+Winnipeg,Dakota House,Winnipeg,"1145 Dakota St, Winnipeg, MB R2N 0A4",No Address 2,(204) 663-4983,No Phone 2
168,https://www.google.com/search?q=Deloraine+Enriched+Housing+Corp+Deloraine,Deloraine Enriched Housing Corp,Deloraine,"502 S Railway Ave W, Deloraine, MB R0M 0M0",No Address 2,(204) 747-2717,No Phone 2
169,https://www.google.com/search?q=Devonshire+House+l+(Homestead)+Winnipeg,Devonshire House l (Homestead),Winnipeg,"75 Kildonan Green Dr, Winnipeg, MB R3W 0E1",No Address 2,(204) 667-2412,No Phone 2
170,https://www.google.com/search?q=Devonshire+House+ll+(Homestead)+Winnipeg,Devonshire House ll (Homestead),Winnipeg,"75 Kildonan Green Dr, Winnipeg, MB R3W 0E1",No Address 2,(204) 667-2412,No Phone 2
171,https://www.google.com/search?q=Donwood+Manor+Elderly+Persons+Housing+Inc.+Winnipeg,Donwood Manor Elderly Persons Housing Inc.,Winnipeg,"165 Donwood Dr, Winnipeg, MB R2G 2H9",No Address 2,No Phone 1,(204) 668-4410
172,https://www.google.com/search?q=Donwood+South+Winnipeg,Donwood South,Winnipeg,"1245 Henderson Hwy, Winnipeg, MB R2G 1M1",No Address 2,(204) 338-8688,No Phone 2
173,https://www.google.com/search?q=Donwood+West+Winnipeg,Donwood West,Winnipeg,"1460 Portage Ave, Winnipeg, MB R3G 3M9",No Address 2,(204) 783-8045,No Phone 2
174,https://www.google.com/search?q=Dowland+Manor+Minto,Dowland Manor,Minto,"121 Johnson St, Minto, MB R0K 1M0",No Address 2,No Phone 1,No Phone 2
175,https://www.google.com/search?q=Duck+Mountain+Lodge+Swan+River,Duck Mountain Lodge,Swan River,"300 7 Ave S, Swan River, MB R0L 1Z0",No Address 2,No Phone 1,No Phone 2
176,https://www.google.com/search?q=Dufferin+Court+Emerson,Dufferin Court,Emerson,No Address 1,No Address 2,No Phone 1,No Phone 2
177,https://www.google.com/search?q=Eastern+Star+Chalet+Winnipeg,Eastern Star Chalet,Winnipeg,"79-525 Cathcart St, Winnipeg, MB R3R 0S6",No Address 2,(204) 889-3687,No Phone 2
178,https://www.google.com/search?q=Eddystone+Villa+Eddystone,Eddystone Villa,Eddystone,No Address 1,No Address 2,No Phone 1,No Phone 2
179,https://www.google.com/search?q=Elks+Legion+Court+Russell,Elks Legion Court,Russell,No Address 1,No Address 2,No Phone 1,No Phone 2
180,https://www.google.com/search?q=Elkview+Lodge+Elkhorn,Elkview Lodge,Elkhorn,No Address 1,(250) 423-9034,No Phone 1,No Phone 2
181,https://www.google.com/search?q=Ellice+Place+Winnipeg,Ellice Place,Winnipeg,"555 Ellice Ave, Winnipeg, MB R3B 2S4",No Address 2,(204) 948-2328,No Phone 2
182,https://www.google.com/search?q=Evergreen+Lodge+Dugald,Evergreen Lodge,Dugald,"735 Dugald Rd, Dugald, MB R0E 0K0",No Address 2,(204) 996-5441,No Phone 2
183,https://www.google.com/search?q=Evergreen+Place+Virden,Evergreen Place,Virden,"257 Hargrave St, Virden, MB R0M 2C0",No Address 2,(204) 748-2781,No Phone 2
184,https://www.google.com/search?q=Fairhaven+Apartments+Swan+River,Fairhaven Apartments,Swan River,No Address 1,No Address 2,No Phone 1,No Phone 2
185,https://www.google.com/search?q=Fernwood+Place+Steinbach,Fernwood Place,Steinbach,"303 Third St, Steinbach, MB R5G 1K1",No Address 2,No Phone 1,(204) 326-2002
186,https://www.google.com/search?q=Foyer+Chategauguay+Home+St.+George,Foyer Chategauguay Home,St. George,No Address 1,No Address 2,No Phone 1,No Phone 2
187,https://www.google.com/search?q=Foyer+Vincent+Inc.+Winnipeg,Foyer Vincent Inc.,Winnipeg,"200 Horace St, Winnipeg, MB R2H 0W5",No Address 2,No Phone 1,(204) 233-1925
188,https://www.google.com/search?q=Franklin+Manor+Dominion+City,Franklin Manor,Dominion City,No Address 1,No Address 2,No Phone 1,No Phone 2
189,https://www.google.com/search?q=Fred+Douglas+Apartments+Winnipeg,Fred Douglas Apartments,Winnipeg,"1725 Burrows Ave, Winnipeg, MB R2X 0T4",No Address 2,(204) 944-2911,No Phone 2
190,https://www.google.com/search?q=Fred+Douglas+Courts+Winnipeg,Fred Douglas Courts,Winnipeg,No Address 1,"1275 Burrows Ave, Winnipeg, MB R2X 0B8",No Phone 1,No Phone 2
191,https://www.google.com/search?q=Friendship+Manor+Altona,Friendship Manor,Altona,No Address 1,No Address 2,No Phone 1,No Phone 2
192,https://www.google.com/search?q=Garden+Park+Estates+Winkler,Garden Park Estates,Winkler,No Address 1,No Address 2,No Phone 1,No Phone 2
193,https://www.google.com/search?q=Gateway+Manor+Inc.+Teulon,Gateway Manor Inc.,Teulon,"169 Beach Rd, Teulon, MB R0C 3B0",No Address 2,(204) 886-2298,No Phone 2
194,https://www.google.com/search?q=Glen+Haven+Manor+Glenboro,Glen Haven Manor,Glenboro,No Address 1,No Address 2,No Phone 1,No Phone 2
195,https://www.google.com/search?q=Grunthal+Homes+Steinbach,Grunthal Homes,Steinbach,No Address 1,No Address 2,No Phone 1,No Phone 2
196,https://www.google.com/search?q=Harmony+House+Thompson,Harmony House,Thompson,No Address 1,No Address 2,No Phone 1,No Phone 2
197,https://www.google.com/search?q=Harrison+House+Newdale,Harrison House,Newdale,No Address 1,No Address 2,No Phone 1,No Phone 2
198,https://www.google.com/search?q=Heritage+Apts+Winkler,Heritage Apts,Winkler,No Address 1,No Address 2,No Phone 1,No Phone 2
199,https://www.google.com/search?q=Heritage+Manor+Swan+Riveer,Heritage Manor,Swan Riveer,No Address 1,No Address 2,No Phone 1,No Phone 2
200,https://www.google.com/search?q=Heritage+Seniors+Housing+Independent+Living+with+Seniors+Rosenort,Heritage Seniors Housing Independent Living with Seniors,Rosenort,No Address 1,No Address 2,No Phone 1,No Phone 2
201,https://www.google.com/search?q=Hill+View+Lodge+Austin,Hill View Lodge,Austin,No Address 1,No Address 2,No Phone 1,No Phone 2
202,https://www.google.com/search?q=Hillcrest+Manor+Winkler,Hillcrest Manor,Winkler,No Address 1,No Address 2,No Phone 1,No Phone 2
203,https://www.google.com/search?q=Hobbs+Manor+Brandon,Hobbs Manor,Brandon,No Address 1,No Address 2,No Phone 1,No Phone 2
204,https://www.google.com/search?q=Homestead+Manitoba+Ltd+Winnipeg,Homestead Manitoba Ltd,Winnipeg,No Address 1,No Address 2,No Phone 1,No Phone 2
205,https://www.google.com/search?q=Homestead+South+Morden+Morden,Homestead South Morden,Morden,No Address 1,No Address 2,No Phone 1,No Phone 2
206,https://www.google.com/search?q=House+of+Hope+&+Mary+Thorararinson+Arborg,House of Hope & Mary Thorararinson,Arborg,No Address 1,No Address 2,No Phone 1,No Phone 2
207,https://www.google.com/search?q=Icelandic+River+Lodge+Independent+Living+Riverton,Icelandic River Lodge Independent Living,Riverton,No Address 1,No Address 2,No Phone 1,No Phone 2
208,https://www.google.com/search?q=Inglis+Retirement+Home+Inglis,Inglis Retirement Home,Inglis,No Address 1,No Address 2,No Phone 1,No Phone 2
209,https://www.google.com/search?q=Isabel+Avenue+West+Kelwood,Isabel Avenue West,Kelwood,No Address 1,No Address 2,No Phone 1,No Phone 2
210,https://www.google.com/search?q=Kildonan+House+Winnipeg,Kildonan House,Winnipeg,No Address 1,No Address 2,No Phone 1,No Phone 2
211,https://www.google.com/search?q=Kin+Glen+Home+Portage+La+Prairie,Kin Glen Home,Portage La Prairie,"104 3 St NW, Portage la Prairie, MB R1N 2C2",No Address 2,(204) 857-6431,No Phone 2
212,https://www.google.com/search?q=Legion+House+1+Morden,Legion House 1,Morden,"265 N Railway St, Morden, MB R6M 1W4",No Address 2,No Phone 1,(204) 823-4588
213,https://www.google.com/search?q=Legion+House+2+Morden,Legion House 2,Morden,"265 N Railway St, Morden, MB R6M 1W4",No Address 2,No Phone 1,(204) 823-4588
214,https://www.google.com/search?q=Legion+Place+Retirement+Home+Gladstone,Legion Place Retirement Home,Gladstone,"west, 83 Dennis St, Gladstone, MB R0J 0T0",No Address 2,(204) 385-2305,No Phone 2
215,https://www.google.com/search?q=Lindenwood+Manor+Winnipeg,Lindenwood Manor,Winnipeg,No Address 1,"475 Lindenwood Dr E, Winnipeg, MB R3P 1N3",No Phone 1,(204) 475-9990
216,https://www.google.com/search?q=Lindenwood+Terrace+Winnipeg,Lindenwood Terrace,Winnipeg,No Address 1,"490 Lindenwood Dr E, Winnipeg, MB R3P 0Y5",No Phone 1,(204) 489-2112
217,https://www.google.com/search?q=Lions+Manor+Winnipeg,Lions Manor,Winnipeg,"320 Sherbrook St, Winnipeg, MB R3B 2W6",No Address 2,No Phone 1,(204) 784-1240
218,https://www.google.com/search?q=Lorray+Manor+Parkland+Assisted+Living+Inc+Dauphin,Lorray Manor Parkland Assisted Living Inc,Dauphin,"405 6 Ave SE, Dauphin, MB R7N 2C9",No Address 2,No Phone 1,(204) 638-4842
219,https://www.google.com/search?q=Manoir+De+La+Cathedrale+Manor+Winnipeg,Manoir De La Cathedrale Manor,Winnipeg,"321 Av. de la Cathedrale, Winnipeg, MB R2H 0A3",No Address 2,(204) 231-2277,No Phone 2
220,https://www.google.com/search?q=Marv+Elks+Memorial+Home+Winnipegosis,Marv Elks Memorial Home,Winnipegosis,No Address 1,No Address 2,No Phone 1,No Phone 2
221,https://www.google.com/search?q=Mary+Thorarinson+Estates+Arborg,Mary Thorarinson Estates,Arborg,No Address 1,"341 Ingolfs St, Arborg, MB R0C 0A0",No Phone 1,(204) 376-3087
222,https://www.google.com/search?q=Metropolitan+Kiwanis+Courts+Winnipeg,Metropolitan Kiwanis Courts,Winnipeg,"2300 Ness Ave, Winnipeg, MB R3J 1A8",No Address 2,(204) 885-7700,No Phone 2
223,https://www.google.com/search?q=Neepawa+Elks+Manor+Neepawa,Neepawa Elks Manor,Neepawa,"525 1 Ave, Neepawa, MB R0J 1H0",No Address 2,(204) 476-2112,No Phone 2
224,https://www.google.com/search?q=Parkissimo+Lodge+Inc+Miniota,Parkissimo Lodge Inc,Miniota,"156 N Railway Ave, Miniota, MB R0M 1M0",No Address 2,(204) 567-3713,No Phone 2
225,https://www.google.com/search?q=Parkview+Apartments+Steinbach,Parkview Apartments,Steinbach,"299 Kroeker Ave, Steinbach, MB R5G 1K4",No Address 2,(204) 371-1721,No Phone 2
226,https://www.google.com/search?q=Portsmouth+Retirement+Residence+Winnipeg,Portsmouth Retirement Residence,Winnipeg,No Address 1,"125 Portsmouth Blvd, Winnipeg, MB R3P 2M3",No Phone 1,No Phone 2
227,https://www.google.com/search?q=River+Ridge+l+Retirement+Residence+(All+Seniors+Care)+Winnipeg,River Ridge l Retirement Residence (All Seniors Care),Winnipeg,"2701 Scotia St, Winnipeg, MB R2V 5A5",No Address 2,No Phone 1,(204) 586-2273
228,https://www.google.com/search?q=River+Ridge+ll+Retirement+Residence+(All+Seniors+Care)+Winnipeg,River Ridge ll Retirement Residence (All Seniors Care),Winnipeg,"2701 Scotia St, Winnipeg, MB R2V 5A5",No Address 2,No Phone 1,(204) 586-2273
229,https://www.google.com/search?q=Riverheights+Terrace+Brandon,Riverheights Terrace,Brandon,"4525 Victoria Ave, Brandon, MB R7B 4A6",No Address 2,No Phone 1,(204) 725-2225
230,https://www.google.com/search?q=Riverside+lions+Senior+Residences+Winnipeg,Riverside lions Senior Residences,Winnipeg,"180 Worthington Ave, Winnipeg, MB R2M 1S4",No Address 2,No Phone 1,(204) 255-8940
231,https://www.google.com/search?q=Riverwood+Square+-+The+Landing+Winnipeg,Riverwood Square - The Landing,Winnipeg,"1778 Pembina Hwy, Winnipeg, MB R3T 1R2",No Address 2,No Phone 1,(204) 275-7632
232,https://www.google.com/search?q=Rorketon+Retirement+Home+Rorketon,Rorketon Retirement Home,Rorketon,No Address 1,No Address 2,No Phone 1,No Phone 2
233,https://www.google.com/search?q=Rotary+Place+Thompson,Rotary Place,Thompson,No Address 1,No Address 2,No Phone 1,No Phone 2
234,https://www.google.com/search?q=Rotary+Villas+at+Crocus+Gardens+Brandon,Rotary Villas at Crocus Gardens,Brandon,No Address 1,"1340 10th St, Brandon, MB R7A 6Z3",No Phone 1,No Phone 2
235,https://www.google.com/search?q=Seine+River+Retirement+Residence+(All+Seniors+Care)+Winnipeg,Seine River Retirement Residence (All Seniors Care),Winnipeg,"1015 St Anne's Rd, Winnipeg, MB R2N 0E6",No Address 2,No Phone 1,(204) 256-8877
236,https://www.google.com/search?q=Selkirk+Lions+Centre+2 +Selkirk,Selkirk Lions Centre 2 ,Selkirk,"320 Christie Av, Selkirk, MB R1A 2L6",No Address 2,No Phone 1,(204) 482-3949
237,https://www.google.com/search?q=Shaftesbury+Park+Retirement+Residence+(All+Seniors+Care)+Winnipeg,Shaftesbury Park Retirement Residence (All Seniors Care),Winnipeg,"905 Shaftesbury Blvd, Winnipeg, MB R3P 0Y3",No Address 2,No Phone 1,(204) 885-7272
238,https://www.google.com/search?q=Sokol+Manor+Inc+Brandon,Sokol Manor Inc,Brandon,"30 13th St N, Brandon, MB R7A 6T1",No Address 2,No Phone 1,(204) 725-0629
239,https://www.google.com/search?q=Springfield+Place+-+Independent+Living+Oakbank,Springfield Place - Independent Living,Oakbank,"628 Main St, Oakbank, MB R0E 1J0",No Address 2,(204) 444-3132,No Phone 2
240,https://www.google.com/search?q=Spruce+Manor+Dauphin,Spruce Manor,Dauphin,"14 6 Ave NW, Dauphin, MB R7N 1J6",No Address 2,(204) 638-5947,No Phone 2
241,https://www.google.com/search?q=St+Georges+Place+Dauphin,St Georges Place,Dauphin,"100 Cruise Crescent, Dauphin, MB R7N 3L6",No Address 2,(204) 638-3041,No Phone 2
242,https://www.google.com/search?q=St+Johns+Haven+Inc+Winnipeg,St Johns Haven Inc,Winnipeg,"1015 Grant Avenue, Winnipeg, MB R3M 1Y3",No Address 2,(204) 284-2422,No Phone 2
243,https://www.google.com/search?q=Sterling+House+Winnipeg,Sterling House,Winnipeg,"909 Wilkes Ave, Winnipeg, MB R3P 2S5",No Address 2,(204) 489-4745,No Phone 2
244,https://www.google.com/search?q=Stonewall+and+District+Lion+Manor+Stonewall,Stonewall and District Lion Manor,Stonewall,"622 Centre av, Stonewall, MB R0C 2Z0",No Address 2,No Phone 1,(204) 467-8531
245,https://www.google.com/search?q=Stony+Plains+Place+Beausejour,Stony Plains Place,Beausejour,"5020 52 Ave, Beaumont, AB T4X 1P3",No Address 2,No Phone 1,(780) 929-9889
246,https://www.google.com/search?q=Strathcona+Belcrest+Manor+Belmont,Strathcona Belcrest Manor,Belmont,No Address 1,No Address 2,No Phone 1,No Phone 2
247,https://www.google.com/search?q=Sturegon+Creek+l+Retirement+Residence+(All+Seniors+Care)+Winnipeg,Sturegon Creek l Retirement Residence (All Seniors Care),Winnipeg,"707 Setter St, Winnipeg, MB R2Y 0A4",No Address 2,No Phone 1,(204) 885-0303
248,https://www.google.com/search?q=Sturegon+Creek+ll+Retirement+Residence+(All+Seniors+Care)+Winnipeg,Sturegon Creek ll Retirement Residence (All Seniors Care),Winnipeg,"707 Setter St, Winnipeg, MB R2Y 0A4",No Address 2,No Phone 1,(204) 885-0303
249,https://www.google.com/search?q=The+Boulton+Retirement+Residence +Winnipeg,The Boulton Retirement Residence ,Winnipeg,"45 Boulton Bay, Winnipeg, MB R3N 2C3",No Address 2,No Phone 1,(204) 475-4500
250,https://www.google.com/search?q=The+Gardens+on+Tenth+-+The+Apartments+Altona,The Gardens on Tenth - The Apartments,Altona,"140 10 Ave NE, Altona, MB R0G 0B0",No Address 2,No Phone 1,(204) 324-8945
251,https://www.google.com/search?q=The+Gardens+on+Tenth+-+The+Gardens+Altona,The Gardens on Tenth - The Gardens,Altona,"140 10 Ave NE, Altona, MB R0G 0B0",No Address 2,No Phone 1,(204) 324-8945
252,https://www.google.com/search?q=The+Gardens+on+Tenth+-+The+Manor+Altona,The Gardens on Tenth - The Manor,Altona,"140 10 Ave NE, Altona, MB R0G 0B0",No Address 2,No Phone 1,(204) 324-8945
253,https://www.google.com/search?q=The+Gardens+on+Tenth+-+The+Units+Altona,The Gardens on Tenth - The Units,Altona,"140 10 Ave NE, Altona, MB R0G 0B0",No Address 2,No Phone 1,(204) 324-8945
254,https://www.google.com/search?q=The+Ironwood+Independent+Living+Pinawa,The Ironwood Independent Living,Pinawa,"40 Vanier Ave, Pinawa, MB R0E 1L0",No Address 2,No Phone 1,No Phone 2
255,https://www.google.com/search?q=The+Parkway+Retirement+Community+Winnipeg,The Parkway Retirement Community,Winnipeg,"85 Paget St, Winnipeg, MB R3P 0Y8",No Address 2,(204) 487-8500,No Phone 2
256,https://www.google.com/search?q=The+Waverley+Retirement+Living+Winnipeg,The Waverley Retirement Living,Winnipeg,No Address 1,"857 Wilkes Ave, Winnipeg, MB R3P 2M2",No Phone 1,No Phone 2
257,https://www.google.com/search?q=The+Wellington+Retirement+Living+Winnipeg,The Wellington Retirement Living,Winnipeg,No Address 1,"3161 Grant Ave, Winnipeg, MB R3R 3R1",No Phone 1,No Phone 2
258,https://www.google.com/search?q=The+Westhaven+Winnipeg,The Westhaven,Winnipeg,"3033 Portage Ave, Winnipeg, MB R3K 2E3",No Address 2,No Phone 1,(204) 831-6742
259,https://www.google.com/search?q=Victoria+Landing+Retirement+Residence+(All+Seniors+Care)+Brandon,Victoria Landing Retirement Residence (All Seniors Care),Brandon,"10 Victoria Ave E, Brandon, MB R7A 1Y8",No Address 2,No Phone 1,(204) 571-6000
260,https://www.google.com/search?q=Villa+Aulneau+Winnipeg,Villa Aulneau,Winnipeg,"601 Rue Aulneau #10, Winnipeg, MB R2H 2V5",No Address 2,No Phone 1,(204) 594-6300
261,https://www.google.com/search?q=Villa+Cabrini+Inc+WInnipeg,Villa Cabrini Inc,WInnipeg,"433 River Ave, Winnipeg, MB R3L 2V1",No Address 2,No Phone 1,(204) 284-2880
262,https://www.google.com/search?q=Villa+Youville+Ste.+Anne,Villa Youville,Ste. Anne,"15 Charrière Rd, Ste Anne, MB R5H 1C9",No Address 2,No Phone 1,(204) 422-5624
263,https://www.google.com/search?q=Visions+of+Independence+-+St.+Claude+Group+Home+St.+Claude,Visions of Independence - St. Claude Group Home,St. Claude,No Address 1,No Address 2,No Phone 1,No Phone 2
264,https://www.google.com/search?q=Woodland+Courts+Selkirk,Woodland Courts,Selkirk,"387 Annie St, Selkirk, MB R1A 3Y8",No Address 2,(204) 785-1066,No Phone 2
265,https://www.google.com/search?q=ArlingtonHaus+Winnipeg,ArlingtonHaus,Winnipeg,"880 Arlington St, Winnipeg, MB R3E 2E4",No Address 2,(204) 783-3752,No Phone 2
266,https://www.google.com/search?q=Cedarwood+Supportive+Housing+Steinbach,Cedarwood Supportive Housing,Steinbach,"510 Wilson St, Steinbach, MB R5G 0H2",No Address 2,(204) 326-2310,No Phone 2
267,https://www.google.com/search?q=Chalet+Malouin+Supportive+Housing+Saint+Malo,Chalet Malouin Supportive Housing,Saint Malo,"14 Rue St Hilaire, Saint Malo, MB R0A 1T0",No Address 2,No Phone 1,(204) 347-5753
268,https://www.google.com/search?q=Chez+Nous+Winnipeg,Chez Nous,Winnipeg,"187 Av. de la Cathedrale, Winnipeg, MB R2H 3C6",No Address 2,(204) 233-7761,No Phone 2
269,https://www.google.com/search?q=Fred+Douglas+Heritage+House+Winnipeg,Fred Douglas Heritage House,Winnipeg,No Address 1,No Address 2,No Phone 1,No Phone 2
270,https://www.google.com/search?q=Greendale+Estate+Supportive+Housing+Grunthal,Greendale Estate Supportive Housing,Grunthal,"231 Park St, Grunthal, MB R0A 0R0",No Address 2,(204) 434-6928,No Phone 2
271,https://www.google.com/search?q=Happy+Haven+Home+Dauphin,Happy Haven Home,Dauphin,"116 Whitmore Ave W, Dauphin, MB R7N 2S7",No Address 2,No Phone 1,No Phone 2
272,https://www.google.com/search?q=Home+of+Hope+Arborg,Home of Hope,Arborg,No Address 1,"MB-68, Arborg, MB R0C 0A0",No Phone 1,(204) 376-3494
273,https://www.google.com/search?q=Icelandic+River+Lodge+Supportive+Housing+Riverton,Icelandic River Lodge Supportive Housing,Riverton,"Riverton, MB R0C 2R0",No Address 2,No Phone 1,(204) 378-2937
274,https://www.google.com/search?q=Irene+Baron+Eden+Centre+Winnipeg,Irene Baron Eden Centre,Winnipeg,"1385 Molson St, Winnipeg, MB R2K 1E4",No Address 2,(204) 667-7747,No Phone 2
275,https://www.google.com/search?q=Lions+Supportive+Housing+Winnipeg,Lions Supportive Housing,Winnipeg,No Address 1,No Address 2,No Phone 1,No Phone 2
276,https://www.google.com/search?q=Mary+Thorararinson+Arborg,Mary Thorararinson,Arborg,No Address 1,No Address 2,No Phone 1,No Phone 2
277,https://www.google.com/search?q=Neil+Gaudry+Centre+St.+Laurent,Neil Gaudry Centre,St. Laurent,No Address 1,No Address 2,No Phone 1,No Phone 2
278,https://www.google.com/search?q=Niverville+Credit+Union+Manor+Supportive+Housing+Niverville,Niverville Credit Union Manor Supportive Housing,Niverville,No Address 1,No Address 2,No Phone 1,No Phone 2
279,https://www.google.com/search?q=Residence+Despins+Supportive+Housing+Winnipeg,Residence Despins Supportive Housing,Winnipeg,"151 Rue Despins, Winnipeg, MB R2H 0L7",No Address 2,(204) 480-2900,No Phone 2
280,https://www.google.com/search?q=Riverside+Lions+Supportive+Housing+Winnipeg,Riverside Lions Supportive Housing,Winnipeg,"188 Worthington Ave, Winnipeg, MB R2M 5K1",No Address 2,(204) 255-8940,No Phone 2
281,https://www.google.com/search?q=Riverwood+Square+-+Harmony+Court+Winnipeg,Riverwood Square - Harmony Court,Winnipeg,"1778 Pembina Hwy, Winnipeg, MB R3T 1R2",No Address 2,No Phone 1,(204) 275-7632
282,https://www.google.com/search?q=Rosewood+Supportive+Housing+Winnipeg,Rosewood Supportive Housing,Winnipeg,No Address 1,"857 Wilkes Ave, Winnipeg, MB R3P 2M2",No Phone 1,No Phone 2
283,https://www.google.com/search?q=Sokol+Supportive+Housing+Brandon,Sokol Supportive Housing,Brandon,"30 13th St N, Brandon, MB R7A 6T1",No Address 2,No Phone 1,(204) 725-0629
284,https://www.google.com/search?q=Springfield+Place+-+Supportive+Housing+Oakbank ,Springfield Place - Supportive Housing,Oakbank ,"628 Main St, Oakbank, MB R0E 1J0",No Address 2,(204) 444-3132,No Phone 2
