,link,operator,name,bed,address_1,address_2,full_address,phone,city,facilityNumber,info
65,http://personalcarehomes.saskatchewan.ca/Facility/Details/728639e6-bbdc-48a9-9e0d-a784e98bd599,Debden Heritage Manor Inc,Debden Heritage Manor Incorporated,20,410 4 Ave W,Debden SK S0J 0S0,410 4 Ave W Debden SK S0J 0S0,(306) 724-2100,Debden,8349,"Initial Licence Date: 2009-04-14,Approx. Start Rate per Month: $2200 to $2799,Cannot admit or care for residents at risk of wandering,Single rooms"
66,http://personalcarehomes.saskatchewan.ca/Facility/Details/2dc92b26-0ab9-4265-a717-8c0a7b76cde4,Diamond House Ltd.,Diamond House Ltd,120,700 Ballesteros Cres,Warman SK S0K 4S4,700 Ballesteros Cres Warman SK S0K 4S4,(306) 955-1300,Warman,9030,"Initial Licence Date: 2016-09-29,Approx. Start Rate per Month: $2800 to $3499,Only Houses 1 and 2 may admit and care for residents who are at risk of wandering. A Health Care Professional (as defined in the personal care home regulations) must complete a holistic assessment of each resident’s strengths and limitations upon admission,when care needs change and at least every two years. Double Rooms."
67,http://personalcarehomes.saskatchewan.ca/Facility/Details/acb12699-a6ab-47ca-8487-3021e2bfbd33,Dorothy & Richard Gerbrandt,Dorothy and Richard Gerbrandt,5,262 Wedge Rd,Saskatoon SK S7L 6E9,262 Wedge Rd Saskatoon SK S7L 6E9,(306) 384-7614,Saskatoon,8400,"Initial Licence Date: 2011-10-01,Approx. Start Rate per Month: $2200 to $2799,Single rooms"
68,http://personalcarehomes.saskatchewan.ca/Facility/Details/9f7d9ede-a3a9-429b-a524-bdba43f99e42,630393 Saskatchewan Ltd.,Dove House,20,2220 Cameron St,Regina SK S4T 2V8,2220 Cameron St Regina SK S4T 2V8,(306) 525-0045,Regina,7609,"Initial Licence Date: 2001-07-12,Approx. Start Rate per Month: $3500 to $3999,Residents accommodated in bedrooms on the second floor must be able to climb and descend steps independently,Single rooms,Double rooms"
69,http://personalcarehomes.saskatchewan.ca/Facility/Details/a600bcd5-232f-4df8-867b-338a27272748,101278320 Saskatchewan Ltd,Dove House 2,8,4002 Montague St,Regina SK S4S 3J9,4002 Montague St Regina SK S4S 3J9,(306) 546-4336,Regina,9070,"Initial Licence Date: 2018-02-27,Approx. Start Rate per Month: $3500 to $3999,Single rooms,Double room"
70,http://personalcarehomes.saskatchewan.ca/Facility/Details/6aeb2a8b-2dab-4152-a7e2-2cdb507a0fb6,Meseret Megra & Marta Girma,Dunsmore Villa,9,87 Dunsmore Dr,Regina SK S4R 7G1,87 Dunsmore Dr Regina SK S4R 7G1,(306) 522-0029,Regina,8347,"Initial Licence Date: 2009-04-01,Approx. Start Rate per Month: $1800 to $2199,Residents accommodated on the second floor must be able to climb and descend stairs independently,Single rooms,Double rooms"
71,http://personalcarehomes.saskatchewan.ca/Facility/Details/cc88166a-4f72-4246-a60d-0d17ec80cc91,Eaglestone Lodge Personal Care Home Inc.,Eaglestone Lodge Personal Care Home,30,346 Miles St,Kamsack SK S0A 1S0,346 Miles St Kamsack SK S0A 1S0,(306) 542-2620,Kamsack,5304,"Initial Licence Date: 1996-08-29,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
72,http://personalcarehomes.saskatchewan.ca/Facility/Details/511f8d1c-eecb-4baf-9237-157da14b0dc4,Rowena U. Bacuyag,Eastview Care Home,7,701 McIntosh Dr,Prince Albert SK S6V 7B3,701 McIntosh Dr Prince Albert SK S6V 7B3,(306) 970-8764,Prince Albert,9052,"Initial Licence Date: 2017-05-26,Approx. Start Rate per Month: $1800 to $2199,Can only admit and care for residents on the main floor,Cannot admit or care for resident's who are at risk for wandering"
73,http://personalcarehomes.saskatchewan.ca/Facility/Details/4355683d-4de6-4ced-b97c-0e7489849ab8,Eatonia Oasis Living Inc.,Eatonia Oasis Living Inc.,24,205 2nd Ave W,Eatonia SK S0L 0Y0,205 2nd Ave W Eatonia SK S0L 0Y0,(306) 967-2447,Eatonia,6122,"Initial Licence Date: 1998-02-01,Approx. Start Rate per Month: $2800 to $3499,Single rooms,Double rooms"
74,http://personalcarehomes.saskatchewan.ca/Facility/Details/69d30be4-79b2-4b07-a89d-f3a2da5059e2,Eden Homes Inc.,Eden Care Home,5,560 5th Ave N,Weyburn SK S4H 2W1,560 5th Ave N Weyburn SK S4H 2W1,(306) 716-8883,Weyburn,9106,"Initial Licence Date: 2019-03-20,Approx Start Rate per Month: $2200 to $2799,Single Rooms,Double Rooms"
75,http://personalcarehomes.saskatchewan.ca/Facility/Details/9b498c76-3dd0-4947-bdaa-88d25ca4887d,Edna Labudahon,Edna Labudahon,4,353 Johnson Crescent,Saskatoon SK S7L 5P8,353 Johnson Crescent Saskatoon SK S7L 5P8,(306) 715-8857,Saskatoon,9018,"Initial Licence Date: 2016-04-14,Approx. Start Rate per Month: $1800 to $2199,Can only admit residents to main level of home who are capable of climbing and descending stairs independently. Cannot admit or care for residents who are at risk of wandering. Single room,Double room"
76,http://personalcarehomes.saskatchewan.ca/Facility/Details/d6a5bc9d-b11f-4516-8a3e-51a5d65944e5,Eileen and Robert Kowalchuk,Eileen and Robert Kowalchuk,10,2401 Jarvis Dr,Saskatoon SK S7J 2T8,2401 Jarvis Dr Saskatoon SK S7J 2T8,(306) 477-2762,Saskatoon,1937,"Initial Licence Date: 1991-10-01,Approx. Start Rate per Month: $1800 to $2199,Can only admit and care for residents who can climb and descend steps independently,Cannot admit or care for residents who are at risk of wandering,Single rooms,Double rooms"
77,http://personalcarehomes.saskatchewan.ca/Facility/Details/f9227ae0-c064-4b7b-a95c-0d33ba258e7d,Emelda Enojo and Julia Arquilita,EJ Seniors Care,5,243 Fortosky Cres,Saskatoon SK S7M 5X5,243 Fortosky Cres Saskatoon SK S7M 5X5,(306) 241-3854,Saskatoon,9159,"Initial Licence Date: 2022-11-10, Cannot admit residents at risk of wandering"
78,http://personalcarehomes.saskatchewan.ca/Facility/Details/a7b773b9-84a2-445d-b20c-608e83d25408,Elenita Ramales-Bolo,Elenita Ramales-Bolo,4,59 Beurling Crescent,Saskatoon SK S7H 4V6,59 Beurling Crescent Saskatoon SK S7H 4V6,(306) 261-4965,Saskatoon,9047,"Initial Licence Date: 2017-05-10,Approx. Start Rate per Month: $1800 to $2199,Can only admit residents who can climb and descend stairs independently,Cannot admit or care for residents who are at risk of wandering,Cannot admit residents to room number 5 on lower level"
79,http://personalcarehomes.saskatchewan.ca/Facility/Details/1c2a220f-58a4-48b8-aa54-6a19391f77f9,Elim Lodge Inc.,Elim Lodge Inc.,29,1-333 Slimmon Pl,Saskatoon SK S7V 0H9,1-333 Slimmon Pl Saskatoon SK S7V 0H9,(306) 373-6333,Saskatoon,9051,"Initial Licence Date: 2017-06-29,First Floor Wing 1 - West and First Floor Wing 2 - North,Approx. Start Rate per Month: $3500 to $3999,A Health Care Professional (as defined in the personal care home regulations) must complete a holistic assessment of each resident’s strengths and limitations upon admission,when care needs change and at least every two years."
80,http://personalcarehomes.saskatchewan.ca/Facility/Details/82461b26-8134-4285-9f79-7a3da3fba560,HARPREET BRAICH,Elite Living Care Home LTD,12,231 21 St E,Prince Albert SK S6V 1L9,231 21 St E Prince Albert SK S6V 1L9,(306) 241-7800,Prince Albert,9125,"Initial Licence Date: July 23,2020,Approx. Start Rate per Month: $1800 to $2199,Cannot admit or care for residents at risk of wandering,Residents that are admitted to rooms 7,8,9,10,11,or 12 must be able to climb and descend stairs independently,Can only admit and care for residents that require light to intermediate care Single Rooms,Double Room"
81,http://personalcarehomes.saskatchewan.ca/Facility/Details/7c3c3ff7-e827-4a95-8fa2-046f907d8b76,Emina & Goran Jelisavac,Emina and Goran Jelisavac,10,119 J. J. Thiessen Crescent,Saskatoon SK S7K 5N9,119 J. J. Thiessen Crescent Saskatoon SK S7K 5N9,(306) 242-3494,Saskatoon,7804,"Initial Licence Date: 2003-01-21,Approx. Start Rate per Month: $2200 to $2799,Single rooms"
82,http://personalcarehomes.saskatchewan.ca/Facility/Details/ddaf6ec0-7f5e-4272-9863-4008d3300712,Goshen Professional Care Inc,Emmanuel Villa,60,77 Aspen Village Road,Emerald Park SK S4L 0E4,77 Aspen Village Road Emerald Park SK S4L 0E4,(306) 559-4663,Emerald Park,9105,"Initial Licence Date: 2019-05-28,Single Rooms"
83,http://personalcarehomes.saskatchewan.ca/Facility/Details/50941bd5-e250-4753-a265-a3106b220ee3,Emyou Mekonnen,Emyou Mekonnen,10,438 Avenue Y N,Saskatoon SK S7L 3L2,438 Avenue Y N Saskatoon SK S7L 3L2,(306) 382-8975,Saskatoon,8390,"Initial Licence Date: 2011-05-15,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
84,http://personalcarehomes.saskatchewan.ca/Facility/Details/af7359c8-c7af-429d-86c6-1e3f34863fb0,Fairhaven Care Home Inc.,Fairhaven Care Home Inc.,12,139 Olmstead Rd,Saskatoon SK S7M 4L9,139 Olmstead Rd Saskatoon SK S7M 4L9,(306) 974-1156,Saskatoon,8381,"Initial Licence Date: 2010-12-01,Approx. Start Rate per Month: $1800 to $2199,Can only admit and care for residents who can climb and descend steps independently,Cannot admit or care for residents at risk of wandering,Single rooms,Double rooms"
85,http://personalcarehomes.saskatchewan.ca/Facility/Details/be991b39-16ea-4f88-bc8c-fba247dd1c9b,101223373 Saskatchewan Ltd,Four Seasons Care Home,10,4121 Queen St,Regina SK S4S 6V5,4121 Queen St Regina SK S4S 6V5,(306) 596-1862,Regina,9020,"Initial Licence Date: 2016-04-27,Approx. Start Rate per Month: $3500 to $3999,Single rooms"
86,http://personalcarehomes.saskatchewan.ca/Facility/Details/5563cd12-5008-4443-a409-090d0837a80a,Furrows and Faith Retirement Co-operative Limited,Furrows and Faith Retirement Co-operative Limited,19,406 Main St,Mossbank SK S0H 3G0,406 Main St Mossbank SK S0H 3G0,(306) 354-7799,Mossbank,8449,"Initial Licence Date: 2014-02-26,Approx. Start Rate per Month: $2200 to $2799,Single rooms,Double rooms"
87,http://personalcarehomes.saskatchewan.ca/Facility/Details/7ee3c541-bd78-4103-8ba7-8db117713a1a,Sabitri Sugrim,Gardiner Point Care Home Ltd.,10,2323 Arens Road,Regina SK S4V 1G3,2323 Arens Road Regina SK S4V 1G3,(306) 585-6333,Regina,8191,"Initial Licence Date: 2006-06-06,Approx. Start Rate per Month: $4000 and up,Single rooms"
88,http://personalcarehomes.saskatchewan.ca/Facility/Details/17df2dec-3ac3-491b-8def-22efd698f3ca,Gilead Homes Limted,Gilead Homes Limited,9,1006 Whitewood Crescent,Saskatoon SK S7J 4L1,1006 Whitewood Crescent Saskatoon SK S7J 4L1,(306) 290-3604,Saskatoon,9136,"Initial Licence Date: 2021-08-31,Approx Start Rate per Month: $2200 to $2799,Can only admit and care for residents that require light to intermediate level of care,Can only admit and care for residents who can climb and descend steps independently,Cannot admit or care for residents who are at risk of wandering"
89,http://personalcarehomes.saskatchewan.ca/Facility/Details/6753e682-80ae-452f-9a65-d972494c02a3,Gina (Rabanal) Garcia,Gina R. Garcia,15,214/216 Whitecap Crescent,Saskatoon SK S7M 5C7,214/216 Whitecap Crescent Saskatoon SK S7M 5C7,(306) 880-3451,Saskatoon,9010,"Initial Licence Date: 2016-01-04,Approx. Start Rate per Month: $1800 to $2199,Can only admit and care for residents to lower level who are able to climb and descend steps independently,Cannot admit or care for residents at risk of wandering,Single rooms"
90,http://personalcarehomes.saskatchewan.ca/Facility/Details/911f1f46-e3f4-4538-9a58-e94f10841e08,Sacred Heart Assisted Living Ltd.,Gladstone Seniors Residence,20,162 Dunlop St W,Yorkton SK S3N 0B6,162 Dunlop St W Yorkton SK S3N 0B6,(306) 828-2000,Yorkton,8360,"Initial Licence Date: 2009-07-21,Approx. Start Rate per Month: $1500 to $1799,Cannot admit or care for residents at risk of wandering,Do not admit any personal care home residents,Single rooms,Double rooms"
91,http://personalcarehomes.saskatchewan.ca/Facility/Details/172d48f9-5681-4c22-99da-1267980ec70c,Gloria Macatula,Gloria Macatula,5,406 Avenue R N,Saskatoon SK S7L 2Y9,406 Avenue R N Saskatoon SK S7L 2Y9,(306) 979-5346,Saskatoon,8410,"Initial Licence Date: 2012-01-20,Approx. Start Rate per Month: $1200 to $1499,Can only admit and care for residents who can climb and descend steps independently,Cannot admit or care for residents at risk of wandering,Single rooms,Double rooms"
92,http://personalcarehomes.saskatchewan.ca/Facility/Details/e98b93c3-90f3-4377-99e4-dfb484612e16,Maryam Asif and Cyndy Doxtator,Golden Heart,9,4238 Dewdney Ave,Regina SK S4T 1A7,4238 Dewdney Ave Regina SK S4T 1A7,(306) 525-2320,Regina,9015,"Initial Licence Date: 2016-04-26,Approx. Start Rate per Month: $2800 to $3499,Residents on second floor must be able to ascend and descend stairs independently. Single rooms"
93,http://personalcarehomes.saskatchewan.ca/Facility/Details/b90e64c5-7d84-4b1d-a5c8-295979dd0eef,Salvacion Maipid,Golden Villa Care Home,5,107 Ells Cres,Saskatoon SK S7L 6J4,107 Ells Cres Saskatoon SK S7L 6J4,(306) 203-3637,Saskatoon,9124,"Initial Licence Date: August 13,2020,Approximate starting rate: $1800 - $2199 per month,Can only admit and care for residents who can climb and descend steps independently,Cannot admit or care for residents at risk of wandering,Residents must be permitted access to the common area located on the main floor of the residence,Single Rooms"
94,http://personalcarehomes.saskatchewan.ca/Facility/Details/370d7aa2-059b-4552-82bf-01b9729162ba,Tara Singh,Golden Years Manor,10,2315 Arens Rd,Regina SK S4V 1G3,2315 Arens Rd Regina SK S4V 1G3,(306) 569-9920,Regina,8263,"Initial Licence Date: 2007-01-10,Approx. Start Rate per Month: $4000 and up,Single rooms"
95,http://personalcarehomes.saskatchewan.ca/Facility/Details/398fd93d-5ee2-4e26-bf05-c8a592d3e904,Marilyn & Gerald Geoffrion,Good Shepherd Home,4,4 Heritage Cres,Gravelbourg SK S0H 1X0,4 Heritage Cres Gravelbourg SK S0H 1X0,(306) 648-2448,Gravelbourg,8437,"Initial Licence Date: 2013-07-26,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
96,http://personalcarehomes.saskatchewan.ca/Facility/Details/c4f484b7-bfaa-40f1-a658-f226abf0b490,Grace Turner,Grace Turner,1,304 Meyers Ave,Kinistino SK S0J 1H0,304 Meyers Ave Kinistino SK S0J 1H0,(306) 864-2613,Kinistino,8464,"Initial Licence Date: 2014-11-14,Approx. Start Rate per Month: $1800 to $2199,Can only admit and care for resident listed on attached condition sheet,Single room"
97,http://personalcarehomes.saskatchewan.ca/Facility/Details/fc1d30b6-0d52-4c15-87f2-0e226e6aae07,Revera Retirement Genpar Inc.,Green Falls Landing,85,"3850 Green Falls Drive, 1st And 2nd Floor",Regina SK S4V 3M1,"3850 Green Falls Drive, 1st And 2nd Floor Regina SK S4V 3M1",(306) 559-5657,Regina,9093,"Initial Licence Date: 2018-10-19,Approx. Start Rate per Month: $4000 and up,Single rooms,Double rooms"
98,http://personalcarehomes.saskatchewan.ca/Facility/Details/908bf7dd-b26b-4a45-aaa9-818b2c75b474,Ali Holdings Ltd,Green Hill Lodge and Suites,50,701 13 St W Main Floor - Northeast And Northwest Wing Lower (Walk Out) Floor,Prince Albert SK S6V 3H2,701 13 St W Main Floor - Northeast And Northwest Wing Lower (Walk Out) Floor Prince Albert SK S6V 3H2,(306) 970-9805,Prince Albert,8474,"Initial Licence Date: 2015-08-28,Approx. Start Rate per Month: $1500 to $1799,Single rooms,Main Floor - Northeast and Northwest Wings,Lower (Walk Out) Floor"
99,http://personalcarehomes.saskatchewan.ca/Facility/Details/2b236adb-8012-4aa5-bd36-87043c54d5f1,101208136 Saskatchewan Ltd,Greenfield Care Homes,15,420 Evergreen Boulevard,Saskatoon SK S7S 1M2,420 Evergreen Boulevard Saskatoon SK S7S 1M2,(306) 241-2830,Saskatoon,9129,"Initial Licence Date: October 30,2020,Approx. Start Rate per Month: $3000,Single rooms with a bathroom."
100,http://personalcarehomes.saskatchewan.ca/Facility/Details/96012b8a-bc39-4c86-840c-d9a96360ac05,101208136 Saskatchewan Ltd,Greenfield Care Homes,15,424 Evergreen Boulevard,Saskatoon SK S7W 0L9,424 Evergreen Boulevard Saskatoon SK S7W 0L9,(306) 954-3455,Saskatoon,8441,"Initial Licence Date: 2013-12-16,Approx. Start Rate per Month: $2200 to $2799,Single rooms,Double rooms"
101,http://personalcarehomes.saskatchewan.ca/Facility/Details/93c8c1bc-de79-410b-a496-c89d03e1dc30,Grey Birch Acres Care Home Ltd,Grey Birch Acres Care Home Ltd,9,R.M. of Lumsden 189 NW-35-20-22-W2,Regina Beach SK S0G 4C0,R.M. of Lumsden 189 NW-35-20-22-W2 Regina Beach SK S0G 4C0,(306) 731-2200,Regina Beach,9002,"Initial Licence Date: 2015-11-13,Approx. Start Rate per Month: $2200 to $2799 Single rooms,Double rooms"
102,http://personalcarehomes.saskatchewan.ca/Facility/Details/d635a975-06f1-4991-a85d-da3ec72006e1,James Hill Road Villa GP Inc.,Harbour Landing Village,45,2nd Floor - 4000 James Hill Rd,Regina SK S4W 0N1,2nd Floor - 4000 James Hill Rd Regina SK S4W 0N1,(306) 559-5545,Regina,9090,"Initial Licence Date: 2018-05-31,Approx Start Rate per Month: $4000 and up,Double Rooms"
103,http://personalcarehomes.saskatchewan.ca/Facility/Details/cff3d4d0-d64f-4b41-a6f6-1489b179c25b,Glad Tidings Elder Care Inc.,Harrison House,20,147 Company Ave,Fort Qu'Appelle SK S0G 1S0,147 Company Ave Fort Qu'Appelle SK S0G 1S0,(306) 501-1814,Fort Qu'Appelle,9062,Initial licence date: 2017 08 21; Approx Monthly Rate: $2200 to $2799
104,http://personalcarehomes.saskatchewan.ca/Facility/Details/61040019-c11d-47d5-83c8-b150a4615985,Glad Tidings Elder Care Inc.,Harrison Manor,20,None,None,483 Broadway St E Fort Qu'appelle SK S0G 1S0,(306) 501-1814,Fort Qu'Appelle,9063,"Initial Licence Date: 2017-09-11,Approx. Start Rate per Month: $2200 to $2799,Single rooms"
105,http://personalcarehomes.saskatchewan.ca/Facility/Details/0d5d6f80-707f-410a-b624-d8f497dd4e6c,Broadway Terrace Inc.,Harvest Haven,23,1150 Broadway Ave,Regina SK S4P 4V3,1150 Broadway Ave Regina SK S4P 4V3,(306) 564-1210,Regina,7960,"Initial Licence Date: 2004-06-11,Approx. Start Rate per Month: $3500 to $3999,Cannot admit or care for residents who are at risk of wandering,Single rooms"
106,http://personalcarehomes.saskatchewan.ca/Facility/Details/0cf24da1-71a1-42fe-a6bf-6b755ddc6e16,Harwood Manor Inc.,Harwood Manor Inc.,82,2691 Clements Dr,North Battleford SK S9A 1H9,2691 Clements Dr North Battleford SK S9A 1H9,(306) 445-6990,North Battleford,8414,"Initial Licence Date: 2012-07-20,Approx. Start Rate per Month: $4000 and up,Double rooms"
107,http://personalcarehomes.saskatchewan.ca/Facility/Details/3277aa55-bcef-427f-b921-fd38cdc59b3a,Hayes Haven Personal Care Home Inc.,Hayes Haven Personal Care Home Inc.,21,920 McKay St,Indian Head SK S0G 2K0,920 McKay St Indian Head SK S0G 2K0,(306) 695-2049,Indian Head,7315,"Initial Licence Date: 2000-08-03,Approx. Start Rate per Month: $2800 to $3499,Single rooms"
108,http://personalcarehomes.saskatchewan.ca/Facility/Details/5d7932d3-a383-4dd9-a401-516c0002da17,Healthy Life Care Inc.,Healthy Life Care Inc.,10,325/327 La Ronge Rd,Saskatoon SK S7K 4S1,325/327 La Ronge Rd Saskatoon SK S7K 4S1,(306) 934-2031,Saskatoon,8005,"Initial Licence Date: 2004-10-01,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
109,http://personalcarehomes.saskatchewan.ca/Facility/Details/f866044f-30d9-42e6-8f54-4bf743e0f9da,Healthy Life Care Inc.,Healthy Life Care Inc.,15,331/333 La Ronge Rd,Saskatoon SK S7K 4S1,331/333 La Ronge Rd Saskatoon SK S7K 4S1,(306) 934-2031,Saskatoon,8008,"Initial Licence Date: 2004-10-01,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
110,http://personalcarehomes.saskatchewan.ca/Facility/Details/a6c3c895-ba0e-4de4-a7cf-1fdcf4a56afb,Heather Monaghan,Helping Hands Broadview,15,718 Main Street,Broadview SK S0G 0K0 Canada,718 Main Street Broadview SK S0G 0K0 Canada,(306) 536-6725,Broadview,9097,"Initial Licence Date: 2019-01-08,Approx Start Rate per Month: $2800 to $3499,Cannot admit or care for residents at risk for wandering,Single rooms"
111,http://personalcarehomes.saskatchewan.ca/Facility/Details/b3c34051-f145-4a01-9bd8-5e24017ef520,Heather Monaghan,Helping Hands Care Home,10,226 Hansen Dr,Regina SK S4X 2Y6,226 Hansen Dr Regina SK S4X 2Y6,(306) 545-7733,Regina,7675,"Initial Licence Date: 2002-01-01,Approx. Start Rate per Month: $4000 and up,Single rooms"
112,http://personalcarehomes.saskatchewan.ca/Facility/Details/36518dc9-8163-43bd-b0bf-90af72799dd9,Heather Monaghan,Helping Hands Grenfell,10,710 Stella St,Grenfell SK S0G 2B0,710 Stella St Grenfell SK S0G 2B0,(306) 536-6725,Grenfell,9079,"Initial Licence Date: June 4,2018,Approx Monthly Starting Rate: $1800 to $2199,Resident(s) residing in the bedroom on the second floor must be able to climb and descend steps independently,Double Rooms"
113,http://personalcarehomes.saskatchewan.ca/Facility/Details/7e11ea55-2f50-49aa-baa4-c817a5a96dc9,Heather Monaghan,Helping Hands Melville,10,703 Main Street,Melville SK S0A 2P0,703 Main Street Melville SK S0A 2P0,(306) 536-6725,Melville,9078,"Initial Licence Date: 2018-04-30,Approx Start Rate per Month: $2200 to $2799,Single rooms,Double rooms"
114,http://personalcarehomes.saskatchewan.ca/Facility/Details/59553d85-cc7d-41fb-9818-f4bc5b95634f,High Five Care Home Inc,High Five Care Home Inc.,5,134 Neusch Crescent,Saskatoon SK S7K 7V3,134 Neusch Crescent Saskatoon SK S7K 7V3,(306) 934-0009,Saskatoon,9101,"Initial Licence Date: 2019-02-28,Approx Start Rate per Month: $1800 to $2199,Single Rooms,Double Rooms,Cannot admit for care for residents at risk of wandering."
115,http://personalcarehomes.saskatchewan.ca/Facility/Details/d6a849cb-f0c3-4178-86d4-376c2c43a622,101088652 Saskatchewan Ltd,Highland Park Care Home,9,109 A/B McIntyre St,Regina SK S4R 2L5,109 A/B McIntyre St Regina SK S4R 2L5,(306) 775-1931,Regina,8230,"Initial Licence Date: 2006-09-01,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
116,http://personalcarehomes.saskatchewan.ca/Facility/Details/c5eb200d-6504-47cc-8268-d6788cc7ee5b,Hilbert and Grace Macadaeg,Hilbert and Grace Macadaeg,10,3447 Cassino Ave,Saskatoon SK S7M 5E9,3447 Cassino Ave Saskatoon SK S7M 5E9,(306) 382-8695,Saskatoon,7786,"Initial Licence Date: 2002-11-21,Approx. Start Rate per Month: $1500 to $1799,Cannot admit or care for residents who are at risk of wandering,Cannot admit and care for residents who are unable to climb or descend stairs independently,Single rooms,Double rooms"
117,http://personalcarehomes.saskatchewan.ca/Facility/Details/7e83e5e8-357e-45a0-a49e-d0642127e3ac,Hilde Govor,Hilde Govor,3,1021 River St W,Prince Albert SK S6V 3A1,1021 River St W Prince Albert SK S6V 3A1,(306) 764-2205,Prince Albert,5436,"Initial Licence Date: 1996-11-01,Approx. Start Rate per Month: $1200 to $1499,Can only admit and care for residents who can climb and descend steps independently,Single rooms,Double rooms"
118,http://personalcarehomes.saskatchewan.ca/Facility/Details/1d7ae06c-7b6a-41b9-828d-4cc1ebb7144d,Heather Haupstein,Hill Top Manor,40,356 6 Ave SE,Weyburn SK S4H 3N5,356 6 Ave SE Weyburn SK S4H 3N5,(306) 848-1500,Weyburn,6734,"Initial Licence Date: 1999-06-21,Approx. Start Rate per Month: $2800 to $3499,Single rooms,Double rooms"
119,http://personalcarehomes.saskatchewan.ca/Facility/Details/16283f14-1cb7-4029-a9ba-06c4261a263b,Heather Haupstein,Hill View Manor,45,1401 1 St,Estevan SK S4A 2W7,1401 1 St Estevan SK S4A 2W7,(306) 637-2600,Estevan,7741,"Initial Licence Date: 2002-06-12,Approx. Start Rate per Month: $2800 to $3499,Single rooms,Double rooms"
120,http://personalcarehomes.saskatchewan.ca/Facility/Details/728c3334-1c9e-4fdb-8704-14c5302f5367,Charity & Godknows Kumassah,Hope & Charity Care Home,9,101/103 McIntyre St,Regina SK S4R 2L5,101/103 McIntyre St Regina SK S4R 2L5,(306) 545-9165,Regina,8026,"Initial Licence Date: 2004-11-01,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
121,http://personalcarehomes.saskatchewan.ca/Facility/Details/2482840d-097a-48c2-9066-90a20696342d,Kathleen Bute,It's Home At Kathy's,4,330 Black Dr,Regina SK S4X 2V7,330 Black Dr Regina SK S4X 2V7,(306) 789-3710,Regina,3735,"Initial Licence Date: 1994-05-03,Approx. Start Rate per Month: $2200 to $2799,Single rooms,Double rooms"
122,http://personalcarehomes.saskatchewan.ca/Facility/Details/6ccee4db-454b-45f2-99f8-75f83a0df17b,Iver Main Place Inc.,Iver Main Place Inc.,20,52 3 Ave,Central Butte SK S0H 0T0,52 3 Ave Central Butte SK S0H 0T0,(306) 796-2117,Central Butte,8056,"Initial Licence Date: 2005-02-15,Approx. Start Rate per Month: $1800 to $2199,Single rooms,Double rooms"
123,http://personalcarehomes.saskatchewan.ca/Facility/Details/b0011cd1-03d3-42d7-a07c-15c55112e7b9,Ivy Wszolek,Ivy's Care Home,9,229 Young St,Earl Grey SK S0G 1J0,229 Young St Earl Grey SK S0G 1J0,(306) 939-2270,Earl Grey,841,"Initial Licence Date: 1991-10-01,Approx. Start Rate per Month: $1500 to $1799,Single rooms,Double rooms"
124,http://personalcarehomes.saskatchewan.ca/Facility/Details/8b4ec1a0-3ce5-4abd-89aa-ad5724caf9dc,J and C Care Ltd,J and C Personal Care Home Green Water Dr.,9,3217 Green Water Drive,Regina SK S4V 1P4,3217 Green Water Drive Regina SK S4V 1P4,(306) 209-1738,Regina,9131,"Initial Licence Date: November 12,2020,Approx. Start Rate per Month: $2200 to $2799,Single rooms only"
125,http://personalcarehomes.saskatchewan.ca/Facility/Details/92718dca-a24c-4e91-941e-d6c265e77329,Janice Bennetto,Janice Bennetto,8,54/56 Carleton Dr,Saskatoon SK S7H 3N6,54/56 Carleton Dr Saskatoon SK S7H 3N6,(306) 477-5608,Saskatoon,6157,"Initial Licence Date: 1998-02-01,Approx. Start Rate per Month: $2200 to $2799,Can only admit and care for residents who can climb and descend steps independently,Cannot admit residents who are at risk of wandering,Single rooms,Double rooms"
126,http://personalcarehomes.saskatchewan.ca/Facility/Details/9edae2e3-54fb-40ef-b000-75e0b47150e7,JD and C Care Home Inc.,"JD and C Care Home, Inc.",7,19 Walden Cres,Regina SK S4N 1L1,19 Walden Cres Regina SK S4N 1L1,(306) 209-5560,Regina,9103,"Initial Licence Date: 2019-04-04,Approximate Staring Monthly Rate: $2800 - $3499,Single Rooms,Double Rooms"
127,http://personalcarehomes.saskatchewan.ca/Facility/Details/e35c8a2b-714d-4e30-b826-ee19d55e98e4,Jim Lloyd,Jim Lloyd,10,391 Delaronde Rd,Saskatoon SK S7J 3Y5,391 Delaronde Rd Saskatoon SK S7J 3Y5,(306) 373-2928,Saskatoon,5002,"Initial Licence Date: 1996-04-17,Approx. Start Rate per Month: $1500 to $1799,Cannot admit or care for residents who are at risk of wandering,Residents living in the Lower Level of the home must be able to climb and descend stairs independently,Single rooms,Double rooms"
128,http://personalcarehomes.saskatchewan.ca/Facility/Details/b9f2365a-b555-46db-b073-e81265079fb5,Joy Fernandez Romitman,Joy Personal Care Home,5,66 Bence Cres,Saskatoon SK S7L 4J1,66 Bence Cres Saskatoon SK S7L 4J1,(639) 998-4606,Saskatoon,9158,
