,link,operator,facility,name,bed,address_1,address_2,cityline,phone
115,https://standardsandlicensing.alberta.ca/detail_page.html?ID=918,Operated by LAC STE. ANNE FOUNDATION,Lodge,SPRUCE VIEW LODGE AND HEIGHTS,55,12 Sunset Boulevard,,"Whitecourt , Alberta, T7S 1S9",Phone: (780) 778-5530 EXT: 2
116,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3091,Operated by HOMELAND HOUSING,Lodge,SPRUCE VIEW MANOR,42,4539 49 Street,Box 660,"Gibbons , Alberta, T0A 1N0",Phone: (780) 923-3330
117,https://standardsandlicensing.alberta.ca/detail_page.html?ID=3066,Operated by MOUNTAIN VIEW SENIORS' HOUSING,Lodge,SUNDRE SENIORS SUPPORTIVE LIVING FACILITY,109,749 6 Street SW,,"Sundre , Alberta, T0M 1X0",Phone: (403) 636-4200
118,https://standardsandlicensing.alberta.ca/detail_page.html?ID=912,Operated by GREEN ACRES FOUNDATION,Lodge,SUNNY SOUTH LODGE,106,1112 20 Avenue,,"Coaldale , Alberta, T1M 1L4",Phone: (403) 732-4811
119,https://standardsandlicensing.alberta.ca/detail_page.html?ID=930,Operated by M.D. OF ST. PAUL FOUNDATION,Lodge,SUNNYSIDE MANOR,121,4522 47 Avenue,,"St. Paul , Alberta, T0A 3A3",Phone: (780) 645-3530
120,https://standardsandlicensing.alberta.ca/detail_page.html?ID=875,Operated by DRUMHELLER AND DISTRICT SENIORS FOUNDATION,Lodge,SUNSHINE LODGE,68,698 6 Avenue East,,"Drumheller , Alberta, T0J 0Y5",Phone: (403) 823-3290 EXT: 223
121,https://standardsandlicensing.alberta.ca/detail_page.html?ID=983,Operated by THE EVERGREENS FOUNDATION,Lodge,SUNSHINE PLACE LODGE,35,5225 50 Street,,"Evansburg , Alberta, T0E 0T0",Phone: (780) 727-4482
122,https://standardsandlicensing.alberta.ca/detail_page.html?ID=1639,Operated by BEAVER FOUNDATION,Lodge,SUNSHINE VILLA,59,5834 51 Street,PO Box 600,"Tofield , Alberta, T0B 4J0",Phone: (780) 662-2490
123,https://standardsandlicensing.alberta.ca/detail_page.html?ID=979,Operated by SYLVAN LAKE FOUNDATION,Lodge,SYLVAN LAKE LODGE,60,"100, 4620 47 Avenue",,"Sylvan Lake , Alberta, T4S 1N2",Phone: (403) 887-2555 EXT: 1
124,https://standardsandlicensing.alberta.ca/detail_page.html?ID=950,Operated by NEWTHORAD SENIORS HOUSING FOUNDATION,Lodge,THORHILD LODGE,41,302 2 Avenue,,"Thorhild , Alberta, T0A 3J0",Phone: (780) 398-3556
125,https://standardsandlicensing.alberta.ca/detail_page.html?ID=856,Operated by BEAVER FOUNDATION,Lodge,TOFIELD LODGE,66,5824 50 Street,Box 570,"Tofield , Alberta, T0B 4J0",Phone: (780) 662-3477
126,https://standardsandlicensing.alberta.ca/detail_page.html?ID=926,Operated by LESSER SLAVE LAKE REGIONAL HOUSING AUTHORITY,Lodge,VANDERWELL HERITAGE PLACE,60,301 6 Avenue NE,,"Slave Lake , Alberta, T0G 2A2",Phone: (780) 649-2927
127,https://standardsandlicensing.alberta.ca/detail_page.html?ID=987,Operated by VERMILION & DISTRICT HOUSING FOUNDATION,Lodge,VERMILION VALLEY LODGE,131,5401 46 Street,,"Vermilion , Alberta, T9X 0B6",Phone: (780) 853-5706
128,https://standardsandlicensing.alberta.ca/detail_page.html?ID=857,Operated by BEAVER FOUNDATION,Lodge,VIALTA LODGE,78,5128 57 Avenue,Box 780,"Viking , Alberta, T0B 4N0",Phone: (780) 336-3353
129,https://standardsandlicensing.alberta.ca/detail_page.html?ID=915,Operated by HEART RIVER HOUSING,Lodge,VILLA BEAUSEJOUR,77,302 2 Street SE,Box 300,"Falher , Alberta, T0M 1M0",Phone: (780) 837-8377
130,https://standardsandlicensing.alberta.ca/detail_page.html?ID=986,Operated by THE SMOKY LAKE FOUNDATION,Lodge,VILNA LODGE,43,5404 50 Street,,"Vilna , Alberta, T0A 3L0",Phone: (780) 636-3545
131,https://standardsandlicensing.alberta.ca/detail_page.html?ID=899,Operated by GEF SENIORS HOUSING,Lodge,VIRGINIA PARK LODGE,66,11033 76 Street NW,,"Edmonton , Alberta, T5B 4T2",Phone: (780) 479-2403
132,https://standardsandlicensing.alberta.ca/detail_page.html?ID=970,Operated by BETHANY NURSING HOME OF CAMROSE,Lodge,WEST PINE LODGE,43,5 Avenue & 4 Street,,"Winfield , Alberta, T0C 2X0",Phone: (780) 312-7700
133,https://standardsandlicensing.alberta.ca/detail_page.html?ID=966,Operated by ROCKY SENIOR HOUSING COUNCIL,Lodge,WESTVIEW LODGE,88,5427 52 Avenue,,"Rocky Mountain House , Alberta, T4T 1S9",Phone: (403) 845-3588
134,https://standardsandlicensing.alberta.ca/detail_page.html?ID=991,Operated by WHEATLAND HOUSING MANAGEMENT BODY,Lodge,WHEATLAND HOUSING MANAGEMENT BODY,99,76 2 Street,,"Strathmore , Alberta, T1P 1J8",Phone: (403) 934-3474 EXT: 221
135,https://standardsandlicensing.alberta.ca/detail_page.html?ID=984,Operated by THE EVERGREENS FOUNDATION,Lodge,WHISPERING PINES LODGE,33,10210 Shand Avenue,PO Box 9000,"Grande Cache , Alberta, T0E 0Y0",Phone: (780) 827-5600
136,https://standardsandlicensing.alberta.ca/detail_page.html?ID=933,Operated by MERIDIAN HOUSING FOUNDATION,Lodge,WHISPERING WATERS MANOR,65,5303 47 Street,,"Stony Plain , Alberta, T7Z 1P1",Phone: (780) 963-2149
137,https://standardsandlicensing.alberta.ca/detail_page.html?ID=890,Operated by GRANDE SPIRIT FOUNDATION,Lodge,WILD ROSE MANOR,84,9358 70 Avenue,,"Grande Prairie , Alberta, T8V 6L1",Phone: (780) 538-1818
138,https://standardsandlicensing.alberta.ca/detail_page.html?ID=902,Operated by GREATER NORTH FOUNDATION,Lodge,WILDROSE VILLA,67,5002 Ball Avenue,Box 420,"Boyle , Alberta, T0A 0M0",Phone: (780) 689-3882
139,https://standardsandlicensing.alberta.ca/detail_page.html?ID=872,Operated by COUNTY OF STETTLER HOUSING AUTHORITY,Lodge,WILLOW CREEK LODGE,63,6020 47 Avenue,,"Stettler , Alberta, T0C 2L1",Phone: (403) 742-2953
